reg;jour;P_f;P_h;P;T_f;T_h;T;cl_age90
32;2020-05-15;50;30;83;2118;1468;3596;0
44;2020-05-15;0;1;1;73;86;159;09
44;2020-05-15;1;4;6;127;126;255;19
44;2020-05-15;10;7;17;373;216;589;29
44;2020-05-15;5;13;18;370;265;635;39
44;2020-05-15;10;3;13;412;269;681;49
44;2020-05-15;3;7;10;376;277;654;59
44;2020-05-15;10;9;19;330;285;615;69
44;2020-05-15;10;10;20;254;252;507;79
44;2020-05-15;22;8;30;385;172;557;89
44;2020-05-15;11;3;14;250;49;299;90
44;2020-05-15;83;66;150;2956;2005;4965;0
52;2020-05-15;0;1;1;61;73;144;09
52;2020-05-15;0;1;1;49;53;107;19
52;2020-05-15;1;2;3;179;111;294;29
52;2020-05-15;4;3;7;192;138;334;39
52;2020-05-15;3;4;7;196;143;344;49
52;2020-05-15;3;1;4;178;131;315;59
52;2020-05-15;1;2;3;89;76;168;69
52;2020-05-15;0;2;2;80;76;159;79
52;2020-05-15;2;2;4;161;102;264;89
52;2020-05-15;2;3;5;115;43;159;90
52;2020-05-15;16;21;37;1303;949;2295;0
53;2020-05-15;0;1;1;48;60;127;09
53;2020-05-15;1;3;4;49;59;108;19
53;2020-05-15;6;19;25;120;174;295;29
53;2020-05-15;2;13;16;134;173;314;39
53;2020-05-15;4;9;13;132;161;293;49
53;2020-05-15;4;10;15;116;110;227;59
53;2020-05-15;1;3;4;72;83;155;69
53;2020-05-15;0;0;0;62;52;114;79
53;2020-05-15;1;0;1;72;38;110;89
53;2020-05-15;1;0;2;44;12;84;90
53;2020-05-15;20;58;81;849;922;1827;0
75;2020-05-15;1;0;1;80;90;176;09
75;2020-05-15;1;1;2;91;80;172;19
75;2020-05-15;6;3;9;197;175;372;29
75;2020-05-15;3;2;5;257;190;447;39
75;2020-05-15;1;1;2;249;176;425;49
75;2020-05-15;3;0;3;247;134;381;59
75;2020-05-15;0;1;1;123;156;279;69
75;2020-05-15;0;1;1;128;90;218;79
75;2020-05-15;0;1;2;140;98;240;89
75;2020-05-15;3;0;4;159;43;205;90
75;2020-05-15;18;10;30;1672;1232;2916;0
76;2020-05-15;2;1;3;87;121;214;09
76;2020-05-15;1;1;2;120;118;241;19
76;2020-05-15;4;2;8;338;203;544;29
76;2020-05-15;7;1;9;364;264;631;39
76;2020-05-15;2;2;5;394;259;654;49
76;2020-05-15;8;2;11;424;304;729;59
76;2020-05-15;2;4;6;345;322;667;69
76;2020-05-15;8;4;14;281;301;586;79
76;2020-05-15;4;2;8;292;175;470;89
76;2020-05-15;6;3;11;239;79;320;90
76;2020-05-15;45;22;78;2888;2149;5063;0
84;2020-05-15;1;1;2;140;146;287;09
84;2020-05-15;2;2;4;135;144;279;19
84;2020-05-15;3;8;11;345;259;605;29
84;2020-05-15;5;7;12;361;271;635;39
84;2020-05-15;1;5;6;406;266;673;49
84;2020-05-15;3;8;11;375;283;662;59
84;2020-05-15;5;1;6;273;245;519;69
84;2020-05-15;4;3;7;250;231;481;79
84;2020-05-15;3;5;8;207;200;407;89
84;2020-05-15;10;2;12;171;63;234;90
84;2020-05-15;37;42;79;2669;2108;4788;0
93;2020-05-15;0;1;1;70;102;173;09
93;2020-05-15;0;0;0;93;94;190;19
93;2020-05-15;5;4;9;365;202;609;29
93;2020-05-15;6;3;9;376;260;673;39
93;2020-05-15;5;2;7;436;272;728;49
93;2020-05-15;9;3;12;520;332;855;59
93;2020-05-15;3;2;5;353;298;657;69
93;2020-05-15;5;4;9;292;279;583;79
93;2020-05-15;7;3;10;301;200;515;89
93;2020-05-15;8;3;11;222;67;297;90
93;2020-05-15;48;26;74;3028;2110;5286;0
94;2020-05-15;0;0;0;1;3;4;09
94;2020-05-15;0;0;0;4;4;8;19
94;2020-05-15;0;0;0;31;10;41;29
94;2020-05-15;0;0;0;30;12;42;39
94;2020-05-15;0;0;0;30;16;46;49
94;2020-05-15;0;0;0;24;17;41;59
94;2020-05-15;0;0;0;22;15;37;69
94;2020-05-15;0;0;0;12;19;31;79
94;2020-05-15;1;0;1;15;11;26;89
94;2020-05-15;0;0;0;4;1;5;90
94;2020-05-15;1;0;1;185;113;298;0
01;2020-05-16;0;0;0;1;0;1;09
01;2020-05-16;0;0;0;0;0;1;19
01;2020-05-16;0;0;0;0;0;0;29
01;2020-05-16;0;0;0;0;1;1;39
01;2020-05-16;0;0;0;1;0;1;49
01;2020-05-16;0;0;0;0;0;1;59
01;2020-05-16;0;0;0;2;1;3;69
01;2020-05-16;0;0;0;1;0;1;79
01;2020-05-16;0;0;0;0;1;1;89
01;2020-05-16;0;0;0;0;0;0;90
01;2020-05-16;0;0;0;5;3;10;0
02;2020-05-16;0;0;0;0;0;0;09
02;2020-05-16;0;1;1;0;1;1;19
02;2020-05-16;0;0;0;0;0;0;29
02;2020-05-16;0;0;0;2;3;5;39
02;2020-05-16;0;0;0;1;2;3;49
02;2020-05-16;0;0;0;1;3;4;59
02;2020-05-16;0;0;0;0;2;2;69
02;2020-05-16;0;0;0;0;1;1;79
02;2020-05-16;0;0;0;0;1;1;89
02;2020-05-16;0;0;0;0;0;0;90
02;2020-05-16;0;1;1;4;13;17;0
03;2020-05-16;0;0;0;0;0;0;09
03;2020-05-16;0;0;0;0;1;1;19
03;2020-05-16;0;0;0;0;0;0;29
03;2020-05-16;0;0;0;0;0;0;39
03;2020-05-16;0;0;0;0;0;0;49
03;2020-05-16;0;0;0;0;0;0;59
03;2020-05-16;0;0;0;0;0;0;69
03;2020-05-16;0;0;0;1;0;1;79
03;2020-05-16;0;0;0;0;0;0;89
03;2020-05-16;0;0;0;0;0;0;90
03;2020-05-16;0;0;0;1;1;2;0
04;2020-05-16;0;0;0;2;4;6;09
04;2020-05-16;0;0;0;7;5;12;19
04;2020-05-16;0;1;1;11;13;24;29
04;2020-05-16;0;0;0;32;16;48;39
04;2020-05-16;0;0;0;27;23;50;49
04;2020-05-16;0;0;0;21;34;55;59
04;2020-05-16;0;0;0;30;29;59;69
04;2020-05-16;0;0;0;17;17;34;79
04;2020-05-16;0;0;0;13;7;20;89
04;2020-05-16;0;0;0;2;1;3;90
04;2020-05-16;0;1;1;162;149;311;0
05;2020-05-16;0;0;0;0;0;0;09
05;2020-05-16;0;0;0;0;0;0;19
05;2020-05-16;0;0;0;0;0;0;29
05;2020-05-16;0;0;0;0;0;0;39
05;2020-05-16;0;0;0;0;0;0;49
05;2020-05-16;0;0;0;0;0;0;59
05;2020-05-16;0;0;0;0;0;0;69
05;2020-05-16;0;0;0;0;0;0;79
05;2020-05-16;0;0;0;0;0;0;89
05;2020-05-16;0;0;0;0;0;0;90
05;2020-05-16;0;0;0;0;0;0;0
06;2020-05-16;0;0;0;0;0;0;09
06;2020-05-16;0;0;0;0;0;0;19
06;2020-05-16;0;0;0;0;0;0;29
06;2020-05-16;0;0;0;0;0;0;39
06;2020-05-16;0;0;0;1;1;2;49
06;2020-05-16;0;0;0;0;0;0;59
06;2020-05-16;0;0;0;0;0;0;69
06;2020-05-16;0;0;0;0;1;1;79
06;2020-05-16;0;0;0;0;0;0;89
06;2020-05-16;0;0;0;0;0;0;90
06;2020-05-16;0;0;0;1;2;3;0
07;2020-05-16;0;0;0;0;0;0;09
07;2020-05-16;0;0;0;0;0;0;19
07;2020-05-16;0;0;0;0;0;0;29
07;2020-05-16;0;0;0;0;0;0;39
07;2020-05-16;0;0;0;0;0;0;49
07;2020-05-16;0;0;0;0;0;0;59
07;2020-05-16;0;0;0;0;0;0;69
07;2020-05-16;0;0;0;0;0;0;79
07;2020-05-16;0;0;0;0;0;0;89
07;2020-05-16;0;0;0;0;0;0;90
07;2020-05-16;0;0;0;0;0;0;0
08;2020-05-16;0;0;0;0;0;0;09
08;2020-05-16;0;0;0;1;0;1;19
08;2020-05-16;0;0;0;2;4;6;29
08;2020-05-16;0;0;0;1;8;9;39
08;2020-05-16;0;0;0;0;23;23;49
08;2020-05-16;0;0;0;1;6;7;59
08;2020-05-16;0;0;0;0;0;0;69
08;2020-05-16;0;0;0;1;0;1;79
08;2020-05-16;0;0;0;0;0;0;89
08;2020-05-16;0;0;0;0;0;0;90
08;2020-05-16;0;0;0;6;41;47;0
11;2020-05-16;0;0;0;85;86;171;09
11;2020-05-16;2;1;3;55;57;116;19
11;2020-05-16;3;2;5;184;131;320;29
11;2020-05-16;0;5;5;216;166;385;39
11;2020-05-16;5;3;8;163;170;340;49
11;2020-05-16;1;8;9;190;165;358;59
11;2020-05-16;2;3;5;162;140;304;69
11;2020-05-16;2;6;8;105;110;216;79
11;2020-05-16;3;7;10;131;104;237;89
11;2020-05-16;10;0;10;114;46;160;90
11;2020-05-16;28;35;63;1405;1176;2608;0
24;2020-05-16;0;0;0;10;9;19;09
24;2020-05-16;0;1;1;17;16;33;19
24;2020-05-16;2;8;10;57;41;98;29
24;2020-05-16;1;2;3;49;44;93;39
24;2020-05-16;3;5;8;52;37;89;49
24;2020-05-16;2;2;4;63;50;113;59
24;2020-05-16;2;0;2;46;38;84;69
24;2020-05-16;0;1;1;27;40;67;79
24;2020-05-16;2;2;4;31;42;73;89
24;2020-05-16;2;0;2;50;17;67;90
24;2020-05-16;14;21;35;402;334;736;0
27;2020-05-16;3;0;3;14;19;33;09
27;2020-05-16;0;0;0;22;14;37;19
27;2020-05-16;3;0;3;56;32;88;29
27;2020-05-16;1;0;1;79;35;114;39
27;2020-05-16;2;1;3;47;40;87;49
27;2020-05-16;1;0;1;61;47;108;59
27;2020-05-16;2;2;4;50;47;97;69
27;2020-05-16;1;0;1;48;59;108;79
27;2020-05-16;2;1;3;68;38;106;89
27;2020-05-16;4;0;4;38;17;55;90
27;2020-05-16;19;4;23;483;348;833;0
28;2020-05-16;0;0;0;27;21;49;09
28;2020-05-16;0;0;0;25;20;45;19
28;2020-05-16;0;0;0;46;27;73;29
28;2020-05-16;0;1;1;53;42;95;39
28;2020-05-16;1;0;1;55;41;97;49
28;2020-05-16;2;0;2;53;45;98;59
28;2020-05-16;0;0;0;49;53;102;69
28;2020-05-16;1;1;2;38;46;84;79
28;2020-05-16;0;0;0;51;34;85;89
28;2020-05-16;0;0;0;21;8;29;90
28;2020-05-16;4;2;6;418;337;757;0
32;2020-05-16;0;1;1;23;23;46;09
32;2020-05-16;1;0;1;21;20;42;19
32;2020-05-16;3;0;3;104;73;178;29
32;2020-05-16;1;1;2;120;66;190;39
32;2020-05-16;0;1;1;121;63;185;49
32;2020-05-16;1;3;4;86;98;184;59
32;2020-05-16;0;0;0;57;81;139;69
32;2020-05-16;3;1;4;56;72;128;79
32;2020-05-16;6;2;9;84;53;139;89
32;2020-05-16;5;0;5;77;15;92;90
32;2020-05-16;20;9;30;749;565;1324;0
44;2020-05-16;0;0;0;23;25;49;09
44;2020-05-16;0;1;1;36;27;64;19
44;2020-05-16;1;0;1;86;77;163;29
44;2020-05-16;1;3;4;91;75;167;39
44;2020-05-16;2;2;4;111;69;180;49
44;2020-05-16;0;2;2;106;103;209;59
44;2020-05-16;3;4;7;106;112;218;69
44;2020-05-16;2;1;3;85;73;158;79
44;2020-05-16;7;4;11;87;71;158;89
44;2020-05-16;4;2;6;43;20;63;90
44;2020-05-16;20;19;39;774;652;1429;0
52;2020-05-16;1;2;3;36;60;99;09
52;2020-05-16;0;1;1;39;26;66;19
52;2020-05-16;3;1;4;80;54;135;29
52;2020-05-16;0;0;0;123;61;185;39
52;2020-05-16;4;0;4;131;64;196;49
52;2020-05-16;0;1;1;91;49;142;59
52;2020-05-16;1;1;2;41;28;70;69
52;2020-05-16;1;1;2;42;50;92;79
52;2020-05-16;0;0;0;56;33;89;89
52;2020-05-16;0;0;0;34;14;50;90
52;2020-05-16;10;7;17;674;441;1127;0
53;2020-05-16;0;1;1;18;34;53;09
53;2020-05-16;0;2;2;21;21;43;19
53;2020-05-16;1;2;3;34;25;59;29
53;2020-05-16;1;2;3;75;38;113;39
53;2020-05-16;0;3;3;52;38;90;49
53;2020-05-16;2;2;4;54;39;93;59
53;2020-05-16;0;0;0;30;32;62;69
53;2020-05-16;0;0;0;27;17;44;79
53;2020-05-16;0;0;0;44;26;70;89
53;2020-05-16;1;0;1;18;9;28;90
53;2020-05-16;5;12;17;373;279;655;0
75;2020-05-16;0;0;0;43;43;87;09
75;2020-05-16;0;0;0;37;39;76;19
75;2020-05-16;1;0;1;88;48;137;29
75;2020-05-16;0;0;0;94;66;161;39
75;2020-05-16;2;0;2;106;57;163;49
75;2020-05-16;0;1;1;108;60;168;59
75;2020-05-16;0;0;0;46;53;99;69
75;2020-05-16;1;0;1;47;48;96;79
75;2020-05-16;0;2;2;30;39;69;89
75;2020-05-16;1;0;1;30;7;38;90
75;2020-05-16;5;3;8;629;460;1094;0
76;2020-05-16;0;0;0;40;40;80;09
76;2020-05-16;0;0;0;39;31;70;19
76;2020-05-16;1;0;1;102;64;166;29
76;2020-05-16;2;0;2;138;64;202;39
76;2020-05-16;1;0;1;127;74;201;49
76;2020-05-16;0;1;1;137;85;222;59
76;2020-05-16;0;0;0;105;94;200;69
76;2020-05-16;1;0;1;69;103;172;79
76;2020-05-16;1;1;2;105;80;185;89
76;2020-05-16;1;1;2;79;29;108;90
76;2020-05-16;7;3;10;941;664;1606;0
84;2020-05-16;2;0;2;63;57;120;09
84;2020-05-16;1;1;2;53;61;114;19
84;2020-05-16;1;1;2;121;103;227;29
84;2020-05-16;2;3;5;146;116;264;39
84;2020-05-16;1;2;3;167;107;276;49
84;2020-05-16;2;0;2;133;141;278;59
84;2020-05-16;1;0;1;104;113;217;69
84;2020-05-16;0;1;1;114;117;232;79
84;2020-05-16;3;3;6;88;77;165;89
84;2020-05-16;1;0;1;60;18;78;90
84;2020-05-16;14;11;25;1049;910;1971;0
93;2020-05-16;0;0;0;32;34;68;09
93;2020-05-16;1;0;1;42;30;72;19
93;2020-05-16;3;0;3;95;85;184;29
93;2020-05-16;0;0;0;106;84;194;39
93;2020-05-16;0;0;0;107;84;191;49
93;2020-05-16;0;0;0;127;115;242;59
93;2020-05-16;0;1;1;97;109;209;69
93;2020-05-16;3;1;4;89;98;190;79
93;2020-05-16;1;0;1;68;64;134;89
93;2020-05-16;5;0;5;47;13;61;90
93;2020-05-16;13;2;15;810;716;1545;0
94;2020-05-16;0;0;0;3;0;3;09
94;2020-05-16;0;0;0;0;3;3;19
94;2020-05-16;0;0;0;8;4;12;29
94;2020-05-16;0;0;0;10;6;16;39
94;2020-05-16;0;0;0;4;2;6;49
94;2020-05-16;0;1;1;5;9;14;59
94;2020-05-16;0;0;0;7;7;14;69
94;2020-05-16;0;0;0;4;5;9;79
94;2020-05-16;0;0;0;9;6;15;89
94;2020-05-16;0;0;0;3;0;3;90
94;2020-05-16;0;1;1;53;42;95;0
01;2020-05-17;0;0;0;0;0;0;09
01;2020-05-17;0;0;0;1;0;1;19
01;2020-05-17;0;0;0;0;1;1;29
01;2020-05-17;0;0;0;0;0;0;39
01;2020-05-17;0;0;0;1;0;1;49
01;2020-05-17;0;0;0;0;0;0;59
01;2020-05-17;0;0;0;1;0;1;69
01;2020-05-17;0;0;0;0;0;0;79
01;2020-05-17;0;0;0;0;0;0;89
01;2020-05-17;0;0;0;0;0;0;90
01;2020-05-17;0;0;0;3;1;4;0
02;2020-05-17;0;0;0;0;0;0;09
02;2020-05-17;0;0;0;0;0;0;19
02;2020-05-17;0;0;0;0;0;0;29
02;2020-05-17;0;0;0;0;1;1;39
02;2020-05-17;0;0;0;0;0;0;49
02;2020-05-17;0;0;0;0;1;1;59
02;2020-05-17;0;0;0;2;2;4;69
02;2020-05-17;0;0;0;0;0;0;79
02;2020-05-17;0;0;0;0;0;0;89
02;2020-05-17;0;0;0;1;0;1;90
02;2020-05-17;0;0;0;3;4;7;0
03;2020-05-17;0;0;0;1;0;1;09
03;2020-05-17;0;0;0;0;0;0;19
03;2020-05-17;0;0;0;0;1;1;29
03;2020-05-17;0;0;0;0;0;0;39
03;2020-05-17;0;0;0;0;0;0;49
03;2020-05-17;0;0;0;0;0;0;59
03;2020-05-17;0;0;0;0;1;1;69
03;2020-05-17;0;0;0;0;0;0;79
03;2020-05-17;0;0;0;0;0;0;89
03;2020-05-17;0;0;0;0;0;0;90
03;2020-05-17;0;0;0;1;2;3;0
04;2020-05-17;0;0;0;1;6;7;09
04;2020-05-17;0;0;0;4;8;12;19
04;2020-05-17;1;1;2;22;19;41;29
04;2020-05-17;0;0;0;15;24;39;39
04;2020-05-17;0;0;0;8;7;15;49
04;2020-05-17;1;0;1;13;13;26;59
04;2020-05-17;0;0;0;11;15;26;69
04;2020-05-17;0;0;0;11;8;19;79
04;2020-05-17;0;0;0;6;5;11;89
04;2020-05-17;0;0;0;1;2;3;90
04;2020-05-17;2;1;3;92;107;199;0
05;2020-05-17;0;0;0;0;0;0;09
05;2020-05-17;0;0;0;0;0;0;19
05;2020-05-17;0;0;0;0;0;0;29
05;2020-05-17;0;0;0;0;0;0;39
05;2020-05-17;0;0;0;0;0;0;49
05;2020-05-17;0;0;0;0;0;0;59
05;2020-05-17;0;0;0;0;0;0;69
05;2020-05-17;0;0;0;0;0;0;79
05;2020-05-17;0;0;0;0;0;0;89
05;2020-05-17;0;0;0;0;0;0;90
05;2020-05-17;0;0;0;0;0;0;0
06;2020-05-17;0;0;0;0;1;1;09
06;2020-05-17;0;0;0;0;1;1;19
06;2020-05-17;0;0;0;0;1;1;29
06;2020-05-17;0;0;0;0;0;0;39
06;2020-05-17;0;0;0;0;0;0;49
06;2020-05-17;0;0;0;0;1;1;59
06;2020-05-17;0;0;0;0;0;0;69
06;2020-05-17;0;0;0;0;0;0;79
06;2020-05-17;0;0;0;0;0;0;89
06;2020-05-17;0;0;0;0;0;0;90
06;2020-05-17;0;0;0;0;4;4;0
07;2020-05-17;0;0;0;0;0;0;09
07;2020-05-17;0;0;0;0;0;0;19
07;2020-05-17;0;0;0;0;0;0;29
07;2020-05-17;0;0;0;0;0;0;39
07;2020-05-17;0;0;0;0;0;0;49
07;2020-05-17;0;0;0;0;0;0;59
07;2020-05-17;0;0;0;0;0;0;69
07;2020-05-17;0;0;0;0;0;0;79
07;2020-05-17;0;0;0;0;0;0;89
07;2020-05-17;0;0;0;0;0;0;90
07;2020-05-17;0;0;0;0;0;0;0
08;2020-05-17;0;0;0;0;0;0;09
08;2020-05-17;0;0;0;0;0;0;19
08;2020-05-17;0;0;0;0;0;0;29
08;2020-05-17;0;0;0;0;0;0;39
08;2020-05-17;0;0;0;0;0;0;49
08;2020-05-17;0;0;0;0;0;0;59
08;2020-05-17;0;0;0;0;0;0;69
08;2020-05-17;0;0;0;0;0;0;79
08;2020-05-17;0;0;0;0;0;0;89
08;2020-05-17;0;0;0;0;0;0;90
08;2020-05-17;0;0;0;0;0;0;0
11;2020-05-17;1;2;3;49;54;104;09
11;2020-05-17;0;1;1;42;39;81;19
11;2020-05-17;2;1;3;92;56;149;29
11;2020-05-17;1;0;1;109;68;178;39
11;2020-05-17;3;2;5;61;71;134;49
11;2020-05-17;0;1;1;86;76;162;59
11;2020-05-17;3;4;7;61;92;154;69
11;2020-05-17;2;5;7;92;90;182;79
11;2020-05-17;9;2;11;99;59;158;89
11;2020-05-17;9;4;13;85;36;121;90
11;2020-05-17;30;22;52;777;641;1424;0
24;2020-05-17;1;1;2;6;6;12;09
24;2020-05-17;0;0;0;5;8;13;19
24;2020-05-17;1;2;3;12;13;25;29
24;2020-05-17;2;2;4;21;20;41;39
24;2020-05-17;0;2;2;11;18;29;49
24;2020-05-17;4;1;5;20;19;39;59
24;2020-05-17;0;0;0;12;12;24;69
24;2020-05-17;0;1;1;11;14;25;79
24;2020-05-17;0;0;0;15;16;31;89
24;2020-05-17;0;0;0;16;9;25;90
24;2020-05-17;8;9;17;129;135;264;0
27;2020-05-17;0;0;0;7;4;11;09
27;2020-05-17;2;0;2;5;4;9;19
27;2020-05-17;0;0;0;15;12;27;29
27;2020-05-17;1;0;1;30;16;46;39
27;2020-05-17;0;0;0;16;15;31;49
27;2020-05-17;0;0;0;16;26;42;59
27;2020-05-17;1;0;1;30;23;53;69
27;2020-05-17;0;3;3;22;26;48;79
27;2020-05-17;0;1;1;34;22;56;89
27;2020-05-17;0;0;0;13;10;23;90
27;2020-05-17;4;4;8;188;158;346;0
28;2020-05-17;0;0;0;11;24;35;09
28;2020-05-17;0;0;0;9;9;18;19
28;2020-05-17;3;0;3;33;17;50;29
28;2020-05-17;0;0;0;26;17;43;39
28;2020-05-17;1;2;3;33;22;55;49
28;2020-05-17;2;0;2;31;19;50;59
28;2020-05-17;0;0;0;10;36;46;69
28;2020-05-17;0;0;0;25;30;55;79
28;2020-05-17;0;0;0;22;23;45;89
28;2020-05-17;0;0;0;12;7;19;90
28;2020-05-17;6;2;8;212;204;416;0
32;2020-05-17;0;0;0;10;9;19;09
32;2020-05-17;0;0;0;7;8;15;19
32;2020-05-17;0;1;1;26;16;42;29
32;2020-05-17;1;1;2;26;16;42;39
32;2020-05-17;1;0;1;21;12;33;49
32;2020-05-17;0;0;0;9;15;24;59
32;2020-05-17;0;1;1;11;23;34;69
32;2020-05-17;0;1;1;20;27;47;79
32;2020-05-17;2;1;3;42;24;66;89
32;2020-05-17;1;0;1;25;4;29;90
32;2020-05-17;5;5;10;197;154;351;0
44;2020-05-17;0;0;0;8;12;20;09
44;2020-05-17;0;0;0;5;8;13;19
44;2020-05-17;0;0;0;17;10;27;29
44;2020-05-17;0;0;0;14;10;25;39
44;2020-05-17;0;0;0;11;18;29;49
44;2020-05-17;3;0;3;24;21;45;59
44;2020-05-17;1;1;2;27;29;56;69
44;2020-05-17;1;0;1;29;38;67;79
44;2020-05-17;0;0;0;36;29;65;89
44;2020-05-17;0;0;0;16;9;25;90
44;2020-05-17;5;1;6;187;184;372;0
52;2020-05-17;0;0;0;13;21;34;09
52;2020-05-17;1;0;1;8;3;11;19
52;2020-05-17;0;0;0;18;10;28;29
52;2020-05-17;0;0;0;27;12;39;39
52;2020-05-17;0;0;0;31;16;47;49
52;2020-05-17;0;0;0;20;12;32;59
52;2020-05-17;0;0;0;11;20;31;69
52;2020-05-17;0;1;1;9;24;33;79
52;2020-05-17;2;0;2;25;25;50;89
52;2020-05-17;0;1;1;18;11;29;90
52;2020-05-17;3;2;5;180;154;334;0
53;2020-05-17;0;0;0;7;14;21;09
53;2020-05-17;0;0;0;2;4;6;19
53;2020-05-17;1;0;1;7;8;15;29
53;2020-05-17;0;1;1;14;10;24;39
53;2020-05-17;0;0;0;13;11;24;49
53;2020-05-17;0;0;0;15;16;31;59
53;2020-05-17;1;0;1;11;23;34;69
53;2020-05-17;0;0;0;14;13;27;79
53;2020-05-17;0;0;0;18;21;39;89
53;2020-05-17;0;0;0;12;4;16;90
53;2020-05-17;2;1;3;113;124;237;0
75;2020-05-17;0;0;0;15;21;36;09
75;2020-05-17;0;0;0;10;9;19;19
75;2020-05-17;0;0;0;19;22;41;29
75;2020-05-17;1;0;1;29;23;52;39
75;2020-05-17;0;0;0;41;15;56;49
75;2020-05-17;0;0;0;37;14;51;59
75;2020-05-17;1;0;1;21;21;42;69
75;2020-05-17;0;0;0;8;27;35;79
75;2020-05-17;0;0;0;28;28;56;89
75;2020-05-17;0;0;0;14;6;20;90
75;2020-05-17;2;0;2;222;186;408;0
76;2020-05-17;0;0;0;12;24;36;09
76;2020-05-17;0;0;0;13;5;18;19
76;2020-05-17;0;1;1;31;20;51;29
76;2020-05-17;0;0;0;36;30;66;39
76;2020-05-17;1;0;1;47;35;82;49
76;2020-05-17;1;0;1;40;52;92;59
76;2020-05-17;0;1;1;36;57;93;69
76;2020-05-17;0;0;0;40;47;87;79
76;2020-05-17;1;0;1;41;58;99;89
76;2020-05-17;0;1;1;37;16;53;90
76;2020-05-17;3;3;6;333;344;677;0
84;2020-05-17;0;1;1;15;23;38;09
84;2020-05-17;0;0;0;10;12;22;19
84;2020-05-17;0;3;3;28;21;49;29
84;2020-05-17;0;0;0;29;25;54;39
84;2020-05-17;1;0;1;22;24;46;49
84;2020-05-17;3;0;3;33;28;61;59
84;2020-05-17;0;0;0;32;44;76;69
84;2020-05-17;0;2;2;34;66;100;79
84;2020-05-17;0;2;2;67;54;121;89
84;2020-05-17;1;0;1;40;17;57;90
84;2020-05-17;5;8;13;310;314;624;0
93;2020-05-17;0;0;0;12;14;29;09
93;2020-05-17;0;0;0;21;14;37;19
93;2020-05-17;0;0;0;27;20;50;29
93;2020-05-17;0;0;0;41;25;68;39
93;2020-05-17;1;0;1;27;25;60;49
93;2020-05-17;0;1;1;27;28;59;59
93;2020-05-17;0;2;2;27;36;64;69
93;2020-05-17;0;0;0;28;49;79;79
93;2020-05-17;1;1;2;39;43;83;89
93;2020-05-17;0;0;0;23;12;36;90
93;2020-05-17;2;4;6;272;266;565;0
94;2020-05-17;0;0;0;1;0;1;09
94;2020-05-17;0;0;0;0;0;0;19
94;2020-05-17;0;0;0;1;2;3;29
94;2020-05-17;0;0;0;3;1;4;39
94;2020-05-17;0;0;0;1;0;1;49
94;2020-05-17;0;0;0;3;0;3;59
94;2020-05-17;0;0;0;3;6;9;69
94;2020-05-17;0;0;0;5;2;7;79
94;2020-05-17;0;0;0;5;4;9;89
94;2020-05-17;0;0;0;2;1;3;90
94;2020-05-17;0;0;0;24;16;40;0
01;2020-05-18;0;0;0;0;0;0;09
01;2020-05-18;0;0;0;1;4;5;19
01;2020-05-18;0;0;0;7;3;10;29
01;2020-05-18;0;0;0;2;5;7;39
01;2020-05-18;0;0;0;4;8;12;49
01;2020-05-18;0;0;0;9;6;15;59
01;2020-05-18;0;0;0;7;6;13;69
01;2020-05-18;0;0;0;3;2;5;79
01;2020-05-18;0;0;0;2;3;5;89
01;2020-05-18;0;0;0;0;0;0;90
01;2020-05-18;0;0;0;35;37;72;0
02;2020-05-18;0;0;0;3;9;12;09
02;2020-05-18;0;0;0;5;6;11;19
02;2020-05-18;0;0;0;8;13;21;29
02;2020-05-18;0;0;0;17;18;35;39
02;2020-05-18;0;2;2;16;19;35;49
02;2020-05-18;0;0;0;17;29;46;59
02;2020-05-18;0;0;0;13;18;31;69
02;2020-05-18;0;0;0;8;5;13;79
02;2020-05-18;0;0;0;2;2;4;89
02;2020-05-18;0;0;0;2;1;3;90
02;2020-05-18;0;2;2;92;120;212;0
03;2020-05-18;0;0;0;1;0;1;09
03;2020-05-18;0;0;0;0;0;0;19
03;2020-05-18;0;1;1;0;2;2;29
03;2020-05-18;0;0;0;1;1;2;39
03;2020-05-18;0;1;1;1;3;4;49
03;2020-05-18;0;0;0;2;0;2;59
03;2020-05-18;1;0;1;1;1;2;69
03;2020-05-18;0;0;0;0;0;0;79
03;2020-05-18;0;0;0;0;0;0;89
03;2020-05-18;0;0;0;0;0;0;90
03;2020-05-18;1;2;3;6;7;13;0
04;2020-05-18;0;0;0;5;11;16;09
04;2020-05-18;0;0;0;18;22;40;19
04;2020-05-18;0;0;0;55;39;94;29
04;2020-05-18;0;0;0;41;47;88;39
04;2020-05-18;0;0;0;45;47;92;49
04;2020-05-18;0;0;0;55;60;115;59
04;2020-05-18;0;0;0;43;62;105;69
04;2020-05-18;0;0;0;28;40;68;79
04;2020-05-18;0;0;0;20;20;40;89
04;2020-05-18;0;0;0;4;2;6;90
04;2020-05-18;0;0;0;314;350;664;0
05;2020-05-18;0;0;0;0;0;0;09
05;2020-05-18;0;0;0;0;0;0;19
05;2020-05-18;0;0;0;0;0;0;29
05;2020-05-18;0;0;0;0;0;1;39
05;2020-05-18;0;0;0;0;0;0;49
05;2020-05-18;0;0;0;0;0;0;59
05;2020-05-18;0;0;0;0;0;0;69
05;2020-05-18;0;0;0;0;0;0;79
05;2020-05-18;0;0;0;0;0;0;89
05;2020-05-18;0;0;0;0;0;0;90
